5.87,69.5,2008
3.94,37.6,2011
6.99,69.7,2013
6.6,39.9,2023
6.2,51.2,2005
3.699,24.9,2020
6.6,69.6,2016
8.2,68.8,2019
6.15,69.6,2013
8.1,64.5,2004
10.49,105,2002
4.92,34.2,2023
3.6,29.4,2025
3.95,31.8,2005
3.999,29.6,2014
8.65,60,2019
9.1,75.4,2025
6.6,76.4,2010
6.5,51.1,2013
6.2,50.3,2016
